Qualité du sommeil,Rythme cardiaque,Étapes quotidiennes,Durée du sommeil
69%,0.0,1780.0,7.198111111111111
75%,0.0,3073.0,5.919777777777778
100%,0.0,4850.0,8.896611111111111
95%,0.0,4077.0,7.121416666666666
57%,0.0,6141.0,5.869222222222223
68%,0.0,5095.0,5.252083333333333
91%,0.0,1645.0,6.972972222222222
100%,0.0,6452.0,7.179583333333333
68%,0.0,2302.0,6.466638888888889
92%,0.0,3122.0,6.675194444444444
97%,0.0,20015.0,7.728138888888889
94%,0.0,9296.0,7.29836111111111
53%,0.0,7452.0,6.580111111111112
65%,0.0,9246.0,6.374138888888889
77%,0.0,7512.0,6.742083333333333
67%,0.0,10612.0,6.145444444444444
92%,0.0,10151.0,6.964861111111111
77%,0.0,275.0,6.408555555555555
100%,0.0,4071.0,7.397083333333334
68%,0.0,94.0,5.939527777777777
91%,0.0,6963.0,7.101138888888888
78%,0.0,9780.0,6.879472222222222
65%,0.0,5918.0,6.740666666666667
69%,0.0,9584.0,5.977777777777778
88%,0.0,4664.0,6.955638888888888
84%,0.0,5487.0,6.60325
80%,0.0,396.0,6.041083333333334
73%,0.0,4830.0,6.332777777777777
87%,0.0,966.0,7.027944444444444
77%,0.0,5456.0,7.601027777777778
65%,0.0,9737.0,4.823305555555556
7%,0.0,9737.0,0.5043888888888889
17%,0.0,9737.0,1.2697777777777777
69%,0.0,2406.0,5.751194444444444
85%,0.0,4290.0,6.361
68%,0.0,8801.0,5.856777777777778
26%,0.0,8801.0,0.8870277777777779
80%,0.0,1897.0,6.972944444444444
87%,0.0,1870.0,5.804194444444444
79%,0.0,4018.0,5.8598888888888885
100%,0.0,6266.0,9.70061111111111
82%,0.0,10618.0,6.920999999999999
71%,0.0,5139.0,6.342083333333333
84%,0.0,1910.0,6.457277777777778
67%,0.0,7679.0,6.570083333333333
75%,0.0,3006.0,6.532138888888889
75%,0.0,10778.0,8.377305555555555
60%,0.0,2487.0,5.961166666666667
61%,0.0,2212.0,6.0808333333333335
84%,0.0,1767.0,6.533527777777778
62%,0.0,4358.0,6.161777777777778
90%,0.0,166.0,7.137527777777778
100%,0.0,4424.0,8.391444444444444
75%,0.0,3810.0,6.654000000000001
59%,0.0,6718.0,5.951416666666666
78%,0.0,166.0,5.653583333333334
70%,0.0,3002.0,5.492
74%,0.0,2041.0,5.992222222222222
46%,0.0,355.0,7.284972222222223
75%,0.0,4170.0,6.720416666666667
70%,0.0,40.0,6.124138888888889
55%,0.0,961.0,5.68625
68%,0.0,2635.0,5.669638888888889
67%,0.0,1247.0,7.103777777777777
86%,0.0,1478.0,6.764194444444444
87%,0.0,1846.0,6.818472222222222
56%,0.0,8061.0,5.792583333333333
85%,0.0,7376.0,6.982861111111111
53%,0.0,190.0,5.840666666666667
65%,0.0,926.0,5.518027777777778
80%,0.0,326.0,6.437361111111112
77%,0.0,3861.0,7.313555555555555
76%,0.0,3619.0,6.644166666666667
96%,0.0,2782.0,8.260250000000001
56%,0.0,5380.0,6.667083333333333
91%,0.0,7271.0,6.979222222222222
74%,0.0,8316.0,6.433611111111111
72%,0.0,29359.0,6.850833333333333
83%,0.0,15376.0,6.8853888888888894
93%,0.0,5640.0,7.614638888888889
92%,0.0,16810.0,7.167083333333333
61%,0.0,500.0,7.293611111111111
86%,0.0,2524.0,7.014444444444444
82%,0.0,2191.0,6.1289444444444445
84%,0.0,5679.0,7.9495
81%,0.0,10959.0,6.272388888888888
64%,0.0,11769.0,7.566166666666667
72%,0.0,8921.0,6.059861111111111
85%,0.0,2440.0,6.786222222222222
82%,0.0,1551.0,6.218527777777778
77%,0.0,3166.0,7.21
96%,0.0,6.0,6.2989444444444445
86%,0.0,3424.0,6.991777777777778
81%,0.0,3312.0,6.667888888888889
69%,0.0,3864.0,6.382416666666667
77%,0.0,1470.0,6.698055555555555
73%,0.0,1395.0,6.563861111111112
76%,0.0,1311.0,6.267611111111112
84%,0.0,1341.0,6.871083333333334
79%,0.0,2346.0,6.844944444444444
66%,0.0,8549.0,5.733194444444444
65%,0.0,16513.0,6.801527777777777
67%,0.0,740.0,7.0024444444444445
79%,0.0,4489.0,6.8205833333333326
81%,0.0,12532.0,6.764555555555556
91%,0.0,8078.0,7.637972222222222
77%,0.0,9783.0,8.419833333333333
91%,0.0,6880.0,7.401694444444444
69%,0.0,11938.0,5.575222222222222
70%,0.0,5681.0,6.739083333333333
69%,0.0,7498.0,5.99475
89%,0.0,5421.0,7.861166666666667
82%,0.0,963.0,7.885999999999999
85%,0.0,3505.0,8.363333333333333
82%,0.0,19973.0,6.625805555555556
69%,0.0,10154.0,6.2203333333333335
94%,0.0,0.0,7.945638888888888
94%,0.0,3914.0,7.819277777777778
84%,0.0,3087.0,6.508722222222223
75%,0.0,4108.0,6.738111111111111
78%,0.0,10543.0,6.1089166666666666
92%,0.0,12025.0,7.663250000000001
61%,0.0,2342.0,6.094416666666668
74%,0.0,10190.0,6.540972222222222
83%,0.0,13108.0,6.816805555555556
79%,0.0,7061.0,5.846527777777778
84%,0.0,12663.0,7.361416666666666
97%,0.0,13661.0,8.07175
75%,0.0,8573.0,6.634777777777778
57%,0.0,7366.0,5.056611111111111
83%,0.0,9077.0,7.987305555555555
97%,0.0,505.0,7.969027777777778
89%,0.0,1538.0,7.705722222222222
81%,0.0,9335.0,6.677972222222222
97%,0.0,11490.0,8.417055555555557
68%,0.0,7385.0,6.120694444444444
89%,0.0,7949.0,7.594861111111111
70%,0.0,3949.0,7.056555555555555
61%,0.0,2106.0,7.818722222222223
91%,0.0,9604.0,7.849972222222223
89%,0.0,9941.0,7.601833333333331
76%,0.0,282.0,8.368166666666667
79%,0.0,8294.0,6.00475
70%,0.0,8288.0,6.309111111111111
76%,0.0,17101.0,6.475194444444445
84%,0.0,1485.0,6.641722222222223
82%,0.0,399.0,6.063055555555556
82%,0.0,4936.0,5.929472222222222
72%,0.0,2678.0,6.572027777777778
74%,0.0,10668.0,5.492666666666667
84%,0.0,972.0,7.506166666666667
92%,0.0,2737.0,7.776861111111112
75%,0.0,9778.0,5.357611111111112
82%,0.0,12159.0,6.635
77%,0.0,12336.0,6.037472222222223
80%,0.0,10007.0,6.481388888888889
81%,0.0,17777.0,6.3254166666666665
71%,0.0,11718.0,5.591638888888889
91%,0.0,6539.0,7.650083333333333
87%,0.0,5949.0,8.059555555555557
78%,0.0,12342.0,6.513
75%,0.0,8244.0,6.021916666666667
76%,0.0,16065.0,6.638833333333333
78%,0.0,249.0,6.681277777777777
92%,0.0,7191.0,8.082694444444444
76%,0.0,11287.0,6.079194444444444
87%,0.0,12124.0,6.570055555555555
74%,0.0,12199.0,6.1746944444444445
77%,0.0,10675.0,5.940305555555555
93%,0.0,9939.0,7.227833333333334
92%,0.0,6445.0,8.03925
93%,0.0,1280.0,9.113
79%,0.0,6355.0,6.282416666666667
83%,0.0,7489.0,7.1225
72%,0.0,13281.0,6.050055555555556
87%,0.0,623.0,6.976972222222222
92%,0.0,2959.0,6.949916666666667
88%,0.0,2035.0,8.65913888888889
70%,0.0,5076.0,5.597083333333333
90%,0.0,5408.0,8.010222222222222
91%,0.0,3247.0,7.497249999999999
84%,0.0,9271.0,6.973916666666666
70%,0.0,2114.0,6.481277777777778
64%,0.0,7486.0,4.935
75%,0.0,2384.0,6.440138888888889
84%,0.0,11420.0,6.335472222222222
90%,0.0,9873.0,6.783194444444445
62%,0.0,3861.0,6.615027777777778
85%,0.0,3537.0,5.6634166666666665
71%,0.0,4854.0,5.651777777777778
94%,0.0,8312.0,6.410055555555556
65%,0.0,0.0,5.278138888888889
68%,0.0,12659.0,5.871472222222222
58%,0.0,11525.0,6.614277777777779
77%,0.0,10555.0,5.294472222222222
70%,0.0,9123.0,6.566166666666667
79%,0.0,9133.0,6.677416666666667
97%,0.0,279.0,7.177694444444445
75%,0.0,7778.0,7.410527777777778
63%,0.0,8442.0,6.259222222222222
78%,0.0,8849.0,6.57875
69%,0.0,310.0,6.241694444444444
58%,0.0,3519.0,5.4631944444444445
78%,0.0,4128.0,7.428027777777778
72%,0.0,8061.0,5.77175
78%,0.0,10239.0,6.989194444444444
100%,0.0,7825.0,8.094416666666667
91%,0.0,2790.0,7.195111111111111
62%,0.0,22114.0,5.051638888888889
46%,0.0,3909.0,5.7675
88%,0.0,8974.0,7.135277777777778
74%,0.0,0.0,6.573361111111111
7%,0.0,3559.0,0.7773055555555556
91%,0.0,6687.0,8.236166666666668
70%,0.0,13272.0,5.540638888888889
72%,0.0,9759.0,6.459305555555556
73%,0.0,9040.0,6.267444444444444
75%,0.0,9151.0,6.350972222222223
81%,0.0,9978.0,8.552111111111111
59%,0.0,5431.0,6.495222222222222
62%,0.0,9048.0,6.770083333333333
63%,0.0,5307.0,5.13336111111111
81%,0.0,0.0,7.062722222222222
72%,0.0,10100.0,6.067277777777778
75%,0.0,6431.0,6.637583333333333
66%,0.0,7037.0,7.302472222222223
83%,0.0,4975.0,6.159833333333334
59%,0.0,9163.0,5.764111111111111
84%,0.0,4727.0,7.515833333333333
72%,0.0,6164.0,6.1962777777777776
85%,0.0,1668.0,7.836944444444445
70%,0.0,3396.0,6.94586111111111
83%,0.0,4263.0,6.745916666666666
77%,0.0,3126.0,6.620333333333334
75%,0.0,4865.0,6.125805555555556
62%,0.0,9103.0,5.031222222222223
75%,0.0,3490.0,6.559638888888889
79%,0.0,10591.0,6.732388888888888
76%,0.0,10444.0,7.157194444444444
76%,0.0,8592.0,5.350833333333333
76%,0.0,1857.0,7.389416666666667
60%,0.0,17274.0,4.812805555555555
91%,0.0,13773.0,7.034916666666667
78%,0.0,2845.0,6.685972222222222
79%,0.0,4054.0,6.167194444444445
69%,0.0,5375.0,4.900416666666667
74%,0.0,7579.0,6.322861111111111
80%,0.0,5447.0,6.825361111111111
71%,0.0,5007.0,5.574333333333333
71%,0.0,0.0,5.1280277777777785
58%,0.0,3969.0,4.246555555555556
70%,0.0,9189.0,5.249527777777778
77%,0.0,4718.0,6.6545000000000005
100%,0.0,7347.0,7.248194444444445
72%,0.0,1544.0,5.798472222222222
87%,0.0,4808.0,6.618166666666667
73%,0.0,17685.0,5.582138888888889
82%,0.0,6766.0,5.677194444444445
87%,0.0,3094.0,6.473972222222222
69%,0.0,7420.0,6.091861111111111
87%,0.0,6589.0,6.372888888888889
77%,0.0,2605.0,6.396888888888888
79%,0.0,0.0,7.078888888888889
67%,0.0,4908.0,5.372277777777778
78%,0.0,3468.0,5.603611111111111
80%,0.0,4046.0,5.805999999999999
78%,0.0,9557.0,6.070944444444445
84%,0.0,5869.0,6.987583333333333
75%,0.0,5510.0,5.253777777777778
82%,0.0,7141.0,5.989833333333333
99%,0.0,6532.0,8.48175
95%,0.0,22030.0,6.737027777777778
77%,0.0,2222.0,5.805
76%,0.0,13602.0,5.669694444444445
95%,0.0,7623.0,6.848583333333334
90%,0.0,4390.0,6.79375
59%,0.0,7394.0,5.380999999999999
63%,0.0,8058.0,4.988416666666667
93%,0.0,1414.0,6.782694444444445
82%,0.0,21825.0,6.411194444444444
76%,0.0,10208.0,5.624555555555556
66%,0.0,10943.0,5.477722222222222
67%,0.0,5903.0,5.561694444444444
73%,0.0,4477.0,5.718666666666667
65%,0.0,2284.0,5.898361111111111
80%,0.0,14117.0,6.4959444444444445
69%,0.0,5895.0,4.551333333333333
63%,0.0,3275.0,6.168638888888888
62%,0.0,31593.0,5.297722222222222
71%,0.0,3981.0,5.691305555555556
51%,0.0,4404.0,4.947694444444445
59%,0.0,0.0,4.554111111111111
60%,0.0,11959.0,4.687805555555555
85%,0.0,3255.0,6.475972222222223
79%,0.0,8835.0,6.662472222222223
66%,0.0,6430.0,4.843138888888888
80%,0.0,9420.0,5.800277777777778
85%,0.0,8921.0,6.515444444444444
90%,0.0,24648.0,7.341194444444445
91%,0.0,3652.0,7.037444444444445
80%,0.0,8859.0,5.829777777777778
77%,0.0,100.0,6.263333333333334
69%,0.0,1924.0,5.492194444444445
78%,0.0,7793.0,5.727166666666666
71%,0.0,11128.0,5.3582222222222216
71%,0.0,1281.0,6.816666666666666
84%,0.0,11952.0,7.983333333333333
78%,0.0,2056.0,7.466666666666667
84%,0.0,8427.0,8.2
65%,0.0,9528.0,5.891666666666667
71%,0.0,23174.0,6.908333333333333
84%,0.0,7750.0,7.991666666666666
74%,0.0,10960.0,7.233333333333333
78%,0.0,9855.0,7.541666666666667
74%,0.0,7015.0,7.133333333333334
78%,0.0,10421.0,7.475
79%,0.0,10268.0,5.962472222222223
73%,0.0,8630.0,5.663888888888889
75%,0.0,16290.0,5.162277777777778
79%,0.0,1418.0,5.968138888888888
71%,0.0,9121.0,5.80925
81%,0.0,11460.0,6.209722222222222
87%,0.0,6485.0,6.343583333333334
81%,0.0,9661.0,6.925444444444444
73%,0.0,38165.0,5.173444444444445
74%,0.0,4974.0,5.811138888888888
75%,0.0,13972.0,5.637444444444444
74%,0.0,3094.0,5.84525
76%,0.0,8646.0,5.180555555555555
87%,0.0,9275.0,5.812
62%,0.0,1900.0,4.340916666666667
82%,0.0,5545.0,6.359111111111111
71%,0.0,9072.0,4.612
87%,0.0,11771.0,6.142777777777778
85%,0.0,5041.0,6.9205
76%,0.0,5963.0,5.9174444444444445
83%,0.0,4413.0,6.701
81%,0.0,5872.0,6.751138888888889
79%,0.0,2806.0,6.292166666666667
73%,0.0,7483.0,5.697527777777777
84%,0.0,7843.0,6.840583333333333
78%,0.0,726.0,6.221972222222222
77%,0.0,10694.0,6.126194444444444
79%,0.0,5837.0,6.358972222222222
65%,0.0,6155.0,4.531694444444445
74%,0.0,4833.0,5.654166666666667
71%,0.0,4414.0,5.502027777777777
79%,0.0,7979.0,6.3799166666666665
59%,0.0,20821.0,5.111027777777778
71%,0.0,11364.0,5.955805555555556
79%,0.0,5730.0,7.794888888888888
74%,0.0,3456.0,7.03075
79%,0.0,2596.0,7.103777777777777
74%,0.0,6033.0,6.5809444444444445
79%,0.0,16816.0,7.056805555555556
69%,0.0,14740.0,4.774305555555555
69%,0.0,6556.0,5.604
69%,0.0,4656.0,4.521444444444445
71%,0.0,6444.0,5.301916666666667
79%,0.0,10314.0,7.035361111111111
74%,0.0,10318.0,7.208972222222222
59%,0.0,8390.0,4.584222222222222
79%,0.0,2580.0,6.847555555555556
74%,0.0,4367.0,6.622388888888889
74%,0.0,3175.0,6.872055555555556
69%,0.0,4818.0,5.190888888888889
79%,0.0,0.0,6.629666666666666
76%,0.0,8653.0,5.549555555555556
68%,0.0,10694.0,4.9995
82%,0.0,7978.0,5.438972222222222
77%,0.0,7357.0,6.114472222222222
85%,0.0,3938.0,6.398944444444445
85%,0.0,5028.0,6.647638888888889
65%,0.0,11232.0,5.390361111111111
81%,0.0,8018.0,6.445416666666667
83%,0.0,1411.0,6.734527777777777
86%,0.0,3657.0,7.268833333333333
72%,0.0,3526.0,5.422805555555555
88%,0.0,14955.0,6.746722222222222
97%,0.0,2877.0,8.122694444444445
77%,0.0,3930.0,6.0296666666666665
83%,0.0,2673.0,6.686555555555556
71%,0.0,8152.0,5.547444444444444
78%,0.0,2299.0,6.472944444444444
80%,0.0,1016.0,6.303805555555556
87%,0.0,1583.0,7.43825
74%,0.0,3763.0,5.734166666666667
89%,0.0,2547.0,6.756277777777777
82%,0.0,2003.0,6.461138888888889
83%,0.0,2867.0,6.5835
94%,0.0,2772.0,7.546222222222223
88%,0.0,1973.0,7.108305555555556
92%,0.0,852.0,7.654666666666666
81%,0.0,939.0,6.4856388888888885
77%,0.0,2435.0,5.525555555555556
79%,0.0,10416.0,5.816694444444444
62%,0.0,1416.0,3.937416666666667
65%,0.0,2096.0,4.999638888888889
74%,0.0,759.0,5.330333333333334
90%,0.0,1780.0,7.632194444444445
91%,0.0,2385.0,6.677055555555556
83%,0.0,5720.0,6.164194444444444
86%,0.0,8642.0,6.682972222222222
83%,0.0,4262.0,6.411222222222222
79%,0.0,5694.0,5.545444444444444
60%,0.0,4655.0,6.21675
64%,0.0,3637.0,6.888166666666667
82%,0.0,6765.0,6.183194444444444
49%,0.0,4188.0,6.05325
75%,0.0,2962.0,6.188944444444445
69%,0.0,4091.0,6.068638888888889
97%,0.0,4072.0,8.089055555555555
100%,0.0,3768.0,7.451694444444444
76%,0.0,990.0,5.67425
80%,0.0,3191.0,5.829194444444444
75%,0.0,660.0,5.601361111111111
77%,0.0,20016.0,5.737361111111111
100%,0.0,1872.0,7.321388888888888
80%,0.0,1053.0,5.907
74%,0.0,3910.0,5.464444444444444
93%,0.0,3021.0,7.378305555555556
98%,0.0,1907.0,7.902166666666666
77%,0.0,1279.0,5.4795
73%,0.0,2497.0,5.646888888888888
79%,0.0,2309.0,5.57086111111111
88%,0.0,1046.0,6.593027777777778
76%,0.0,1374.0,5.087222222222223
86%,0.0,3611.0,6.373777777777778
67%,0.0,24273.0,4.90325
78%,0.0,502.0,5.594111111111111
100%,0.0,1275.0,7.846888888888889
85%,0.0,384.0,6.027083333333334
79%,0.0,3863.0,6.258416666666666
80%,0.0,1264.0,6.226638888888889
76%,0.0,5463.0,5.621611111111111
94%,0.0,489.0,7.261694444444444
72%,0.0,607.0,5.650666666666667
75%,0.0,1242.0,5.843
82%,0.0,6020.0,7.0215000000000005
85%,0.0,7493.0,7.012055555555556
70%,0.0,126.0,5.8755
88%,0.0,1711.0,7.064
75%,0.0,979.0,4.321722222222222
57%,0.0,3526.0,4.81675
80%,0.0,2712.0,6.007638888888889
62%,0.0,603.0,4.780722222222222
73%,0.0,1067.0,5.404277777777779
100%,0.0,3359.0,7.447249999999999
81%,0.0,8383.0,6.318111111111112
96%,0.0,574.0,8.511777777777779
74%,0.0,2777.0,4.884305555555556
89%,0.0,1745.0,7.2555
80%,0.0,2804.0,6.121666666666667
91%,0.0,8460.0,7.354611111111111
67%,0.0,2165.0,5.164972222222223
65%,0.0,1236.0,4.863055555555556
74%,0.0,1547.0,5.756027777777778
88%,0.0,1793.0,6.703861111111111
100%,0.0,2016.0,12.713722222222223
94%,0.0,15754.0,7.619083333333333
79%,0.0,13958.0,6.8855
65%,0.0,798.0,5.140444444444444
80%,0.0,727.0,5.984638888888889
100%,0.0,1863.0,7.854972222222223
96%,0.0,1297.0,7.300499999999999
87%,0.0,4696.0,7.215916666666667
82%,0.0,121.0,5.932972222222222
82%,0.0,597.0,5.997194444444445
93%,0.0,2695.0,6.973111111111112
79%,0.0,5231.0,6.7135
86%,0.0,1060.0,9.44038888888889
81%,0.0,4876.0,7.314972222222223
25%,0.0,0.0,2.028722222222222
74%,0.0,4110.0,5.994916666666667
85%,0.0,4484.0,10.063305555555557
81%,0.0,4893.0,7.6194444444444445
90%,0.0,12048.0,7.37125
80%,0.0,2044.0,7.808638888888889
75%,0.0,2701.0,5.63
80%,0.0,2333.0,7.162305555555555
88%,0.0,2240.0,7.064861111111111
80%,0.0,2585.0,7.115888888888889
71%,0.0,556.0,5.718222222222222
82%,0.0,1933.0,6.886416666666666
100%,0.0,3477.0,9.285388888888887
62%,0.0,3637.0,6.139027777777778
89%,0.0,2887.0,6.78625
77%,0.0,14029.0,6.729722222222223
81%,0.0,2863.0,6.551444444444445
58%,0.0,4297.0,5.637777777777778
63%,0.0,2394.0,7.0057222222222215
54%,0.0,5550.0,7.938
10%,0.0,0.0,0.0
57%,0.0,14022.0,7.262194444444445
72%,0.0,2536.0,7.834666666666666
62%,0.0,632.0,6.282361111111111
51%,0.0,3444.0,4.962694444444445
74%,0.0,4206.0,7.0325
77%,0.0,737.0,7.201222222222222
75%,0.0,8377.0,8.891666666666667
83%,0.0,9273.0,8.248277777777778
73%,0.0,1519.0,6.324111111111111
73%,0.0,88.0,6.903083333333333
73%,0.0,8538.0,7.989916666666667
78%,0.0,10258.0,7.364861111111111
75%,0.0,3394.0,7.170333333333334
67%,0.0,8857.0,7.357944444444444
78%,0.0,5589.0,7.725527777777778
73%,0.0,6962.0,5.894222222222222
78%,0.0,3998.0,7.730666666666667
69%,0.0,16983.0,5.981027777777778
77%,0.0,1583.0,5.534888888888888
81%,0.0,8373.0,7.7945
81%,0.0,4320.0,6.302972222222222
69%,0.0,0.0,6.055777777777777
83%,0.0,8414.0,6.827361111111111
60%,0.0,2992.0,5.076583333333334
20%,0.0,2992.0,0.0
73%,0.0,2660.0,6.23675
82%,0.0,4019.0,6.018555555555555
77%,0.0,3461.0,5.723138888888888
96%,0.0,4168.0,8.30236111111111
68%,0.0,11558.0,5.348555555555556
63%,0.0,11528.0,5.766305555555555
69%,0.0,4173.0,5.696694444444444
63%,0.0,4103.0,5.408944444444445
78%,0.0,9818.0,6.115166666666666
98%,0.0,157.0,7.911222222222222
88%,0.0,8498.0,7.599722222222222
80%,0.0,2680.0,6.0325
85%,0.0,5663.0,6.939444444444445
69%,0.0,1203.0,5.346166666666667
67%,0.0,2541.0,4.832416666666667
90%,0.0,668.0,6.64325
63%,0.0,7039.0,5.153888888888889
68%,0.0,3607.0,5.707388888888889
70%,0.0,3454.0,6.242999999999999
59%,0.0,3012.0,4.227111111111111
70%,0.0,2698.0,6.177277777777778
69%,0.0,5274.0,5.200472222222222
88%,0.0,3501.0,5.910222222222222
52%,0.0,5096.0,5.133638888888888
77%,0.0,9594.0,5.243805555555555
86%,0.0,1054.0,8.078861111111111
71%,0.0,12588.0,7.944138888888889
79%,0.0,11844.0,5.660083333333333
69%,0.0,3226.0,6.834055555555556
82%,0.0,277.0,5.959888888888888
66%,0.0,5796.0,5.502222222222223
87%,0.0,6507.0,6.8020000000000005
60%,0.0,574.0,5.560944444444445
52%,0.0,4719.0,5.714
58%,0.0,1957.0,5.368861111111111
72%,0.0,3065.0,5.38836111111111
58%,0.0,8364.0,5.6844722222222215
69%,0.0,1919.0,5.745833333333334
78%,0.0,4976.0,6.141444444444445
81%,0.0,3925.0,7.145861111111111
73%,0.0,1232.0,4.461305555555556
81%,0.0,2339.0,5.07075
74%,0.0,2045.0,6.059972222222223
83%,0.0,1985.0,6.503611111111111
74%,0.0,741.0,5.608305555555556
82%,0.0,4675.0,6.024777777777778
72%,0.0,2521.0,6.966555555555555
71%,0.0,3903.0,5.778611111111111
9%,0.0,495.0,0.0
49%,0.0,13388.0,6.827194444444445
77%,0.0,456.0,4.405777777777778
68%,0.0,5156.0,5.225833333333333
